scenario,role,effect_fraction,n_pairs,active_calls,calls_with_shams,coupling,unusable_fraction,expected_focus_difference,expected_nondefault_difference,pooled_hits,pooled_n_simulations,pooled_rate,pooled_ci_lo,pooled_ci_hi,nondefault_hits,nondefault_n_simulations,nondefault_rate,nondefault_ci_lo,nondefault_ci_hi,joint_hits,joint_n_simulations,joint_rate,joint_ci_lo,joint_ci_hi,focus_fairness_hits,focus_fairness_n_simulations,focus_fairness_rate,focus_fairness_ci_lo,focus_fairness_ci_hi,focus_risk_hits,focus_risk_n_simulations,focus_risk_rate,focus_risk_ci_lo,focus_risk_ci_hi,focus_expertise_hits,focus_expertise_n_simulations,focus_expertise_rate,focus_expertise_ci_lo,focus_expertise_ci_hi
uniform,invariant_null,0.0,72,144,192,negative_bound,0.0,0.0,0.0,91,5000,0.0182,0.014847634201950236,0.02229215055862253,75,5000,0.015,0.011983860272495058,0.018760837960958218,35,5000,0.007,0.005037604888092059,0.009719377027562506,92,5000,0.0184,0.015027678088938907,0.02251179957957882,71,5000,0.0142,0.011273559646769033,0.01787236695490437,69,5000,0.0138,0.010919380389000657,0.01742716039678281
uniform,invariant_null,0.0,72,144,192,negative_bound,0.1,0.0,0.0,84,5000,0.0168,0.01359063218705935,0.020751302217898636,67,5000,0.0134,0.010565885112331141,0.016981269857562393,34,5000,0.0068,0.004870303811000636,0.00948698519670896,64,5000,0.0128,0.010036990885136498,0.016311085360922132,67,5000,0.0134,0.010565885112331141,0.016981269857562393,53,5000,0.0106,0.00811341195175059,0.013838042306913394
uniform,invariant_null,0.0,144,288,384,independent,0.0,0.0,0.0,114,5000,0.0228,0.019014328722336056,0.027318392920970963,98,5000,0.0196,0.016110241929952362,0.023827393186235175,53,5000,0.0106,0.00811341195175059,0.013838042306913394,72,5000,0.0144,0.011450896966502703,0.018094722543115668,80,5000,0.016,0.012875123748789068,0.01986803902438905,70,5000,0.014,0.011096386311623671,0.017649847382104764
uniform,invariant_null,0.0,144,288,384,independent,0.1,0.0,0.0,98,5000,0.0196,0.016110241929952362,0.023827393186235175,93,5000,0.0186,0.015207834375972463,0.02273133620049023,43,5000,0.0086,0.0063911409908157125,0.011563384188398593,83,5000,0.0166,0.013411556845849357,0.02053068465116366,85,5000,0.017,0.013769835859113387,0.020971791453789572,76,5000,0.0152,0.012161821505719159,0.018982569635679084
uniform,invariant_null,0.0,144,288,384,negative_bound,0.0,0.0,0.0,120,5000,0.024,0.020109049431307507,0.02862182965966932,93,5000,0.0186,0.015207834375972463,0.02273133620049023,46,5000,0.0092,0.006904702346799829,0.012248901556249381,80,5000,0.016,0.012875123748789068,0.01986803902438905,80,5000,0.016,0.012875123748789068,0.01986803902438905,70,5000,0.014,0.011096386311623671,0.017649847382104764
uniform,invariant_null,0.0,144,288,384,negative_bound,0.1,0.0,0.0,100,5000,0.02,0.016471933678631395,0.024265087253446074,91,5000,0.0182,0.014847634201950236,0.02229215055862253,48,5000,0.0096,0.007248637881821691,0.012704351837117454,72,5000,0.0144,0.011450896966502703,0.018094722543115668,77,5000,0.0154,0.012339931229922144,0.01920415281942107,85,5000,0.017,0.013769835859113387,0.020971791453789572
uniform,invariant_null,0.0,288,576,768,independent,0.0,0.0,0.0,102,5000,0.0204,0.01683402366822501,0.024702383079742398,105,5000,0.021,0.01737788075604151,0.025357604715760807,45,5000,0.009,0.00673319292420765,0.01202071807089659,100,5000,0.02,0.016471933678631395,0.024265087253446074,82,5000,0.0164,0.013232612095298076,0.02030993649376998,86,5000,0.0172,0.013949165667525344,0.021192154553322576
uniform,invariant_null,0.0,288,576,768,independent,0.1,0.0,0.0,95,5000,0.019,0.015568477172636963,0.023170079219715665,91,5000,0.0182,0.014847634201950236,0.02229215055862253,42,5000,0.0084,0.006220620278197563,0.011334211993071774,88,5000,0.0176,0.014308195226544798,0.02163251081019306,96,5000,0.0192,0.01574896030669719,0.023389288993600408,83,5000,0.0166,0.013411556845849357,0.02053068465116366
uniform,invariant_null,0.0,288,576,768,negative_bound,0.0,0.0,0.0,93,5000,0.0186,0.015207834375972463,0.02273133620049023,84,5000,0.0168,0.01359063218705935,0.020751302217898636,39,5000,0.0078,0.0057112237321092305,0.010644529815325205,81,5000,0.0162,0.0130538002633094,0.02008905541781368,95,5000,0.019,0.015568477172636963,0.023170079219715665,92,5000,0.0184,0.015027678088938907,0.02251179957957882
uniform,invariant_null,0.0,288,576,768,negative_bound,0.1,0.0,0.0,99,5000,0.0198,0.01629103729527757,0.024046290728854936,105,5000,0.021,0.01737788075604151,0.025357604715760807,40,5000,0.008,0.0058806486976492565,0.010874797757730148,84,5000,0.0168,0.01359063218705935,0.020751302217898636,85,5000,0.017,0.013769835859113387,0.020971791453789572,96,5000,0.0192,0.01574896030669719,0.023389288993600408
uniform,invariant_null,0.0,576,1152,1536,independent,0.0,0.0,0.0,117,5000,0.0234,0.01956133244721663,0.027970467919925298,123,5000,0.0246,0.020657453931589947,0.029272503883221782,59,5000,0.0118,0.009159379464301861,0.015190232242031929,97,5000,0.0194,0.015929549086400117,0.02360839312184245,102,5000,0.0204,0.01683402366822501,0.024702383079742398,93,5000,0.0186,0.015207834375972463,0.02273133620049023
uniform,invariant_null,0.0,576,1152,1536,independent,0.1,0.0,0.0,115,5000,0.023,0.019196582389584424,0.027535832161667564,122,5000,0.0244,0.02047457756498257,0.029055687341884198,62,5000,0.0124,0.009685341838572314,0.015863348591596382,102,5000,0.0204,0.01683402366822501,0.024702383079742398,87,5000,0.0174,0.014128619480519324,0.021412393648273565,86,5000,0.0172,0.013949165667525344,0.021192154553322576
uniform,invariant_null,0.0,576,1152,1536,negative_bound,0.0,0.0,0.0,105,5000,0.021,0.01737788075604151,0.025357604715760807,109,5000,0.0218,0.018104316188142542,0.026229940915439637,50,5000,0.01,0.0075937346054725085,0.013158640929356572,89,5000,0.0178,0.014487890891917016,0.021852508052765812,93,5000,0.0186,0.015207834375972463,0.02273133620049023,99,5000,0.0198,0.01629103729527757,0.024046290728854936
