condition,match_rate,match_lo,match_hi,n,n_clusters,success_rate,success_lo,success_hi
full_history,0.4479166666666667,0.3125,0.5835937499999986,96,12,0.5520833333333334,0.4479166666666667,0.6666666666666666
no_history,0.3333333333333333,0.08333333333333333,0.5833333333333334,96,12,0.5625,0.4166666666666667,0.6979166666666666
random_target,0.3854166666666667,0.2916666666666667,0.46875,96,12,0.4895833333333333,0.3854166666666667,0.59375
shuffled_history,0.28125,0.1875,0.3645833333333333,96,12,0.4583333333333333,0.3541666666666667,0.5627604166666652
swap,0.45416666666666666,0.3875,0.525,240,24,0.5875,0.5208333333333334,0.6458333333333334
