condition,match_rate,match_lo,match_hi,n,n_clusters,success_rate,success_lo,success_hi
full_history,0.14583333333333334,0.0625,0.23958333333333334,96,12,0.3333333333333333,0.22916666666666666,0.4583333333333333
no_history,0.041666666666666664,0.010416666666666666,0.07291666666666667,96,12,0.34375,0.22916666666666666,0.44817708333332956
