condition,n_episodes,early_match,late_heldout_match,learning_gain,success,valid_selection
full_history,60,0.5166666666666667,0.8333333333333334,0.3166666666666667,0.6091666666666665,1.0
no_history,60,0.31666666666666665,0.32,0.0033333333333333383,0.49666666666666676,1.0
shuffled_history,60,0.23,0.09666666666666666,-0.13333333333333336,0.42249999999999993,1.0
random_target,60,0.29000000000000004,0.31333333333333335,0.023333333333333338,0.4841666666666667,1.0
