condition,n_episodes,early_match,late_heldout_match,learning_gain,success,valid_selection
full_history,60,0.38333333333333336,0.57,0.18666666666666668,0.5483333333333335,0.98
no_history,60,0.3333333333333333,0.3333333333333333,4.625929269271485e-18,0.49000000000000005,1.0
shuffled_history,60,0.28666666666666674,0.23333333333333334,-0.05333333333333333,0.46333333333333326,0.98
random_target,60,0.34,0.3333333333333333,-0.006666666666666668,0.4841666666666667,0.9875
