subset,metric,direction,mean,sd,median,min,max,n_groups,iqr_outliers,ci_lo,ci_hi
swap_late:expertise_to_fairness,accuracy,simple_minus_belief,0.0,0.0,0.0,0.0,0.0,20,0,0.0,0.0
swap_post:expertise_to_risk,log_loss,simple_minus_belief,-0.009202675648672106,0.024139553542794942,0.0006932972009526887,-0.06220335951088048,0.02468531235931963,20,0,-0.019839471383019825,0.0006004006017576852
swap_post:expertise_to_risk,brier,simple_minus_belief,-0.009225770795543034,0.014143525950851266,-0.005746072422717996,-0.047938365845711026,0.007902749188782365,20,1,-0.01554424668520845,-0.0037135173768073114
swap_post:expertise_to_risk,accuracy,simple_minus_belief,0.01,0.030779350562554625,0.0,0.0,0.1,20,2,0.0,0.025
swap_late:expertise_to_risk,log_loss,simple_minus_belief,-0.014769406178114666,0.03441103340632302,-0.004164736178592165,-0.08003047640439165,0.050977171926876404,20,0,-0.029872108451705542,-0.00042262574412166537
swap_late:expertise_to_risk,brier,simple_minus_belief,-0.013885311701524789,0.020542557839490258,-0.013651651923783158,-0.06662597174309244,0.016850573011343458,20,1,-0.02308395572806062,-0.005695651381990796
swap_late:expertise_to_risk,accuracy,simple_minus_belief,0.01,0.0447213595499958,0.0,0.0,0.2,20,1,0.0,0.030000000000000006
own_round:1,log_loss,simple_minus_belief,0.0,0.0,0.0,0.0,0.0,20,0,0.0,0.0
own_round:1,brier,simple_minus_belief,0.0,0.0,0.0,0.0,0.0,20,0,0.0,0.0
own_round:1,accuracy,simple_minus_belief,0.0,0.0,0.0,0.0,0.0,20,0,0.0,0.0
own_round:2,log_loss,simple_minus_belief,-0.007467198816987372,0.02276632528468247,-0.01271057413308347,-0.019831076907417835,0.0864461367394189,20,2,-0.01421870301606485,0.0039166437391832615
own_round:2,brier,simple_minus_belief,-0.006469440811472868,0.009144257780119444,-0.008323724091421313,-0.011238442918433528,0.031169077428032446,20,2,-0.009178046570642463,-0.001878164683978735
own_round:2,accuracy,simple_minus_belief,0.0,0.0,0.0,0.0,0.0,20,0,0.0,0.0
own_round:3,log_loss,simple_minus_belief,-0.0013913878710383786,0.028688508249508814,-0.01522776127787243,-0.04867741520358575,0.062126056882918494,20,0,-0.01312511521671454,0.011715914769737467
own_round:3,brier,simple_minus_belief,-0.002051873817560085,0.01926371377547507,-0.009717865255896761,-0.042714427719083715,0.03874342831550543,20,0,-0.009910458853252741,0.006709032499194693
own_round:3,accuracy,simple_minus_belief,0.0,0.0,0.0,0.0,0.0,20,0,0.0,0.0
own_round:4,log_loss,simple_minus_belief,0.001507101880126044,0.04332019932076977,-0.0062911570701824635,-0.057169192329630525,0.13733635793078358,20,3,-0.014919460566132796,0.021967776539222272
own_round:4,brier,simple_minus_belief,-0.0011361012900869,0.023696619243846105,-0.004881112269323985,-0.04612942189198507,0.05948821778039033,20,3,-0.010671234406392541,0.009489912578515506
own_round:4,accuracy,simple_minus_belief,0.0,0.0,0.0,0.0,0.0,20,0,0.0,0.0
own_round:5,log_loss,simple_minus_belief,-0.014536001877474869,0.04262387356916595,-0.014712261600616495,-0.10670033037683435,0.09036603365904058,20,2,-0.03282543426971825,0.004253018346544213
own_round:5,brier,simple_minus_belief,-0.01055879110890774,0.02841180453177761,-0.003594461909572702,-0.08512046248043903,0.03724394123735413,20,3,-0.02346661469616213,0.0008826944504874415
own_round:5,accuracy,simple_minus_belief,-0.0125,0.055901699437494734,0.0,-0.25,0.0,20,1,-0.0375,0.0
own_round:6,log_loss,simple_minus_belief,0.0024737408836443507,0.049154507367274135,-0.007497137047245976,-0.06359955145837806,0.1183478026540189,20,2,-0.01745238045963272,0.02522786294974274
own_round:6,brier,simple_minus_belief,0.000805912476310612,0.03004713372151802,-0.005635919399374758,-0.04970776977852969,0.07105395626872286,20,1,-0.01171438921821065,0.01398764595162529
own_round:6,accuracy,simple_minus_belief,-0.004166666666666667,0.018633899812498248,0.0,-0.08333333333333333,0.0,20,1,-0.0125,0.0
own_round:7,log_loss,simple_minus_belief,-0.012068982935564519,0.041510321192868,-0.01885406806420899,-0.06392387976961425,0.11601524184683454,20,1,-0.028827932341427224,0.00727117047561691
own_round:7,brier,simple_minus_belief,-0.010188381526625056,0.027268148756734684,-0.014242950372157746,-0.05141093978291801,0.07210046037933265,20,3,-0.021181834914576,0.002136919187427192
own_round:7,accuracy,simple_minus_belief,0.0125,0.0407800404107994,0.0,0.0,0.16666666666666666,20,2,0.0,0.03333333333333333
own_round:8,log_loss,simple_minus_belief,-0.01899847505891674,0.03852168885945622,-0.02599088434887796,-0.08573816041511706,0.06250821085874872,20,1,-0.03472050074990827,-0.0026588078174452573
own_round:8,brier,simple_minus_belief,-0.018745411754217046,0.026289692465355154,-0.02469450704761376,-0.07082967019420859,0.038046729564018805,20,0,-0.02975147204081986,-0.007464212259943801
own_round:8,accuracy,simple_minus_belief,-0.008333333333333333,0.037267799624996496,0.0,-0.16666666666666666,0.0,20,1,-0.025,0.0
own_round:9,log_loss,simple_minus_belief,0.0039035874558253957,0.05226762970308192,0.008404138743688637,-0.1416099177040534,0.07663394125925141,20,1,-0.019776206039536077,0.024996566999658045
own_round:9,brier,simple_minus_belief,-0.002086198667503637,0.03131572491154454,0.006269384611258994,-0.10173800508199893,0.034183502581701504,20,1,-0.016634655608979643,0.009675994394237554
own_round:9,accuracy,simple_minus_belief,0.016666666666666666,0.06945906278887422,0.0,-0.08333333333333333,0.25,20,3,-0.008333333333333333,0.049999999999999996
own_round:10,log_loss,simple_minus_belief,-0.01636744709514721,0.06092998981624416,-0.028627113035213907,-0.1631094507762041,0.07498906086932,20,1,-0.04285443358376753,0.009247300876501132
own_round:10,brier,simple_minus_belief,-0.012042417595263772,0.04389590761086563,-0.018184390125540236,-0.1151828665841026,0.054280099548374365,20,1,-0.031151231820072362,0.0065823415812023755
own_round:10,accuracy,simple_minus_belief,-0.0125,0.055901699437494734,0.0,-0.25,0.0,20,1,-0.0375,0.0
own_round:11,log_loss,simple_minus_belief,-0.015465965861908376,0.04482624010487522,-0.01985523742802645,-0.10092533105357109,0.10061890897195835,20,3,-0.03430141016509771,0.004629943538109275
own_round:11,brier,simple_minus_belief,-0.013603728509821661,0.032261621594717495,-0.015337192122609653,-0.0774697946919031,0.05990775625482084,20,1,-0.027385877770248385,0.0002817725556545446
own_round:11,accuracy,simple_minus_belief,0.016666666666666666,0.06398099132915955,0.0,-0.08333333333333333,0.16666666666666666,20,6,-0.008333333333333335,0.04583333333333333
own_round:12,log_loss,simple_minus_belief,-0.004166771823231835,0.054912081154655144,-0.00044350657510744494,-0.17449917111351052,0.08184319414896932,20,1,-0.029996666529821053,0.01779319346714504
own_round:12,brier,simple_minus_belief,-0.009311109645076431,0.03925673728805726,-0.003486401811273092,-0.14474886194007203,0.056614961581845036,20,3,-0.027915428812426583,0.005434918448763738
own_round:12,accuracy,simple_minus_belief,0.0125,0.040780040410799405,0.0,-0.08333333333333333,0.08333333333333333,20,5,-0.004166666666666667,0.029166666666666667
own_round:13,log_loss,simple_minus_belief,-0.02379162092372942,0.050328484835812946,-0.021662774916155453,-0.12281885451139565,0.0941917571130523,20,3,-0.04530483617870047,-0.002176310220664344
own_round:13,brier,simple_minus_belief,-0.0185024929338869,0.03685089390315271,-0.01837525934361201,-0.09039650784702877,0.0670354923345425,20,5,-0.03455447269117081,-0.0026690790419558103
own_round:13,accuracy,simple_minus_belief,0.029166666666666664,0.07777516704056078,0.0,-0.08333333333333333,0.25,20,5,0.0,0.06666666666666667
own_round:14,log_loss,simple_minus_belief,-0.016930508188927884,0.05873192108043469,-0.019528491381478046,-0.12087314993873419,0.13896696399192143,20,1,-0.04131631625063755,0.01001523890762073
own_round:14,brier,simple_minus_belief,-0.012061731001429927,0.041041918222719846,-0.010017993353436519,-0.09885314356666594,0.09344790058062277,20,1,-0.02930592037697638,0.006378425402539873
own_round:14,accuracy,simple_minus_belief,-0.004166666666666667,0.05040044323577495,0.0,-0.16666666666666666,0.08333333333333333,20,4,-0.025,0.016666666666666666
own_round:15,log_loss,simple_minus_belief,-0.02092537859630158,0.0828986577231984,-0.020936537657998057,-0.15934101752617255,0.1226161320519167,20,0,-0.05596446739371559,0.014451460414171221
own_round:15,brier,simple_minus_belief,-0.008313239423678336,0.04732996105671621,-0.00877071993447682,-0.09185065819632854,0.07030153489283902,20,0,-0.02790590931436668,0.011978152811046191
own_round:15,accuracy,simple_minus_belief,0.008333333333333333,0.06567241047103435,0.0,-0.16666666666666666,0.16666666666666666,20,6,-0.020833333333333332,0.0375
own_round:16,log_loss,simple_minus_belief,-0.04159228558295648,0.06606618836332136,-0.02900687196187076,-0.20074696116921176,0.053198581876970144,20,0,-0.07145853971010913,-0.014857506664762125
own_round:16,brier,simple_minus_belief,-0.02872730998263053,0.050859222567383185,-0.01907995002164211,-0.14937897678971052,0.0436910138666804,20,0,-0.05172233695154294,-0.008549005308448
own_round:16,accuracy,simple_minus_belief,0.05416666666666666,0.10215156151752079,0.0,-0.08333333333333333,0.25,20,0,0.0125,0.1
