condition,n_episodes,early_match,late_heldout_match,learning_gain,success,valid_selection
full_history,60,0.39333333333333337,0.6,0.2066666666666667,0.5500000000000002,0.8766666666666667
no_history,60,0.3333333333333333,0.3333333333333333,6.47630097698008e-18,0.4858333333333334,1.0
shuffled_history,60,0.2933333333333333,0.22333333333333333,-0.07000000000000002,0.46749999999999997,0.8766666666666667
random_target,60,0.29333333333333333,0.2866666666666667,-0.006666666666666667,0.4841666666666667,0.8625
